;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre17.g708300.v5.5;200;160;215;242;156;270;222,6666667;191,6666667;221;158;242,5
Cre17.g708350.v5.5;600;302;457;269;184;275;242,6666667;453;434,5;243;366
Cre17.g708400.v5.5;583;73;144;316;195;389;300;266,6666667;449,5;134;266,5
Cre17.g708450.v5.5;633;68;121;132;91;420;214,3333333;274;382,5;79,5;270,5
Cre17.g708500.v5.5;294;77;167;135;56;128;106,3333333;179,3333333;214,5;66,5;147,5
Cre17.g708550.v5.5;0;1;0;1;0;0;0,333333333;0,333333333;0,5;0,5;0
Cre17.g708600.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre17.g708650.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre17.g708700.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g708750.v5.5;280;118;118;39;81;51;57;172;159,5;99,5;84,5
Cre17.g708800.v5.5;302;140;242;173;168;186;175,6666667;228;237,5;154;214
Cre17.g708850.v5.5;137;18;54;97;19;26;47,33333333;69,66666667;117;18,5;40
Cre17.g708901.v5.5;0;0;0;1;1;0;0,666666667;0;0,5;0,5;0
Cre17.g708950.v5.5;567;44;108;302;280;418;333,3333333;239,6666667;434,5;162;263
Cre17.g709000.v5.5;617;217;404;570;389;496;485;412,6666667;593,5;303;450
Cre17.g709050.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g709100.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre17.g709150.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g709200.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre17.g709250.v5.5;152;42;141;111;95;162;122,6666667;111,6666667;131,5;68,5;151,5
Cre17.g709300.v5.5;73;31;73;138;85;194;139;59;105,5;58;133,5
Cre17.g709350.v5.5;506;181;445;313;144;457;304,6666667;377,3333333;409,5;162,5;451
Cre17.g709400.v5.5;184;103;123;128;100;144;124;136,6666667;156;101,5;133,5
Cre17.g709450.v5.5;215;61;126;414;191;304;303;134;314,5;126;215
Cre17.g709500.v5.5;79;14;16;62;87;110;86,33333333;36,33333333;70,5;50,5;63
Cre17.g709550.v5.5;416;473;527;273;243;322;279,3333333;472;344,5;358;424,5
Cre17.g709600.v5.5;382;275;585;167;90;136;131;414;274,5;182,5;360,5
Cre17.g709651.v5.5;34;23;45;46;31;45;40,66666667;34;40;27;45
Cre17.g709700.v5.5;187;138;151;385;208;342;311,6666667;158,6666667;286;173;246,5
Cre17.g709750.v5.5;153;40;43;105;86;169;120;78,66666667;129;63;106
Cre17.g709800.v5.5;279;89;241;321;220;302;281;203;300;154,5;271,5
Cre17.g709850.v5.5;253;186;228;239;160;235;211,3333333;222,3333333;246;173;231,5
Cre17.g709876.v5.5;2;1;6;8;5;8;7;3;5;3;7
Cre17.g709900.v5.5;31;35;154;232;207;318;252,3333333;73,33333333;131,5;121;236
Cre17.g709950.v5.5;1164;434;1041;767;469;740;658,6666667;879,6666667;965,5;451,5;890,5
Cre17.g710000.v5.5;1457;34;147;1615;778;1052;1148,333333;546;1536;406;599,5
Cre17.g710050.v5.5;189;60;146;188;84;151;141;131,6666667;188,5;72;148,5
Cre17.g710100.v5.5;201;96;302;302;144;339;261,6666667;199,6666667;251,5;120;320,5
Cre17.g710150.v5.5;370;225;299;421;219;565;401,6666667;298;395,5;222;432
Cre17.g710200.v5.5;88;69;98;68;52;39;53;85;78;60,5;68,5
Cre17.g710254.v5.5;133;44;68;54;28;153;78,33333333;81,66666667;93,5;36;110,5
Cre17.g710300.v5.5;5250;966;1622;2665;3580;7333;4526;2612,666667;3957,5;2273;4477,5
Cre17.g710351.v5.5;0;1;0;1;1;2;1,333333333;0,333333333;0,5;1;1
Cre17.g710400.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre17.g710450.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g710500.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre17.g710550.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g710600.v5.5;13;4;2;9;8;4;7;6,333333333;11;6;3
Cre17.g710650.v5.5;157;249;233;156;100;125;127;213;156,5;174,5;179
Cre17.g710700.v5.5;166;167;189;623;337;548;502,6666667;174;394,5;252;368,5
Cre17.g710750.v5.5;58;28;29;53;37;97;62,33333333;38,33333333;55,5;32,5;63
Cre17.g710800.v5.5;989;589;729;222;148;194;188;769;605,5;368,5;461,5
Cre17.g710850.v5.5;13;8;10;10;2;9;7;10,33333333;11,5;5;9,5
Cre17.g710871.v5.5;0;1;1;2;1;6;3;0,666666667;1;1;3,5
Cre17.g710879.v5.5;0;0;0;1;1;1;1;0;0,5;0,5;0,5
Cre17.g710881.v5.5;521;156;371;91;31;73;65;349,3333333;306;93,5;222
Cre17.g710900.v5.5;288;188;382;315;245;411;323,6666667;286;301,5;216,5;396,5
Cre17.g710950.v5.5;286;94;198;56;47;94;65,66666667;192,6666667;171;70,5;146
Cre17.g711000.v5.5;413;207;539;437;250;436;374,3333333;386,3333333;425;228,5;487,5
Cre17.g711050.v5.5;33;9;28;21;10;35;22;23,33333333;27;9,5;31,5
Cre17.g711100.v5.5;305;114;312;106;80;121;102,3333333;243,6666667;205,5;97;216,5
Cre17.g711150.v5.5;29;34;70;62;41;65;56;44,33333333;45,5;37,5;67,5
Cre17.g711200.v5.5;67;36;78;74;34;108;72;60,33333333;70,5;35;93
Cre17.g711250.v5.5;0;0;0;3;1;11;5;0;1,5;0,5;5,5
Cre17.g711300.v5.5;55;59;17;34;13;17;21,33333333;43,66666667;44,5;36;17
Cre17.g711350.v5.5;2;2;0;0;0;0;0;1,333333333;1;1;0
Cre17.g711401.v5.5;0;0;0;0;0;3;1;0;0;0;1,5
Cre17.g711450.v5.5;38;18;41;21;33;61;38,33333333;32,33333333;29,5;25,5;51
Cre17.g711457.v5.5;107;49;63;45;45;25;38,33333333;73;76;47;44
Cre17.g711480.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g711503.v5.5;14;1;1;2;12;8;7,333333333;5,333333333;8;6,5;4,5
Cre17.g711526.v5.5;19;3;22;34;9;43;28,66666667;14,66666667;26,5;6;32,5
Cre17.g711550.v5.5;1400;149;539;1151;608;1751;1170;696;1275,5;378,5;1145
Cre17.g711600.v5.5;31;37;43;21;29;52;34;37;26;33;47,5
Cre17.g711650.v5.5;173;151;222;207;167;312;228,6666667;182;190;159;267
Cre17.g711700.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g711750.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g711800.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g711850.v5.5;1;1;0;0;0;0;0;0,666666667;0,5;0,5;0
Cre17.g711900.v5.5;82;45;75;61;53;100;71,33333333;67,33333333;71,5;49;87,5
Cre17.g711950.v5.5;35;19;41;34;28;34;32;31,66666667;34,5;23,5;37,5
Cre17.g712000.v5.5;192;112;183;184;117;270;190,3333333;162,3333333;188;114,5;226,5
Cre17.g712050.v5.5;49;47;65;71;30;53;51,33333333;53,66666667;60;38,5;59
Cre17.g712100.v5.5;57;60;60;113;82;153;116;59;85;71;106,5
Cre17.g712126.v5.5;1;0;3;1;0;0;0,333333333;1,333333333;1;0;1,5
Cre17.g712150.v5.5;7;0;0;0;1;5;2;2,333333333;3,5;0,5;2,5
Cre17.g712200.v5.5;215;124;220;132;101;149;127,3333333;186,3333333;173,5;112,5;184,5
Cre17.g712250.v5.5;534;353;598;651;387;792;610;495;592,5;370;695
Cre17.g712300.v5.5;117;247;233;114;128;84;108,6666667;199;115,5;187,5;158,5
Cre17.g712350.v5.5;51;43;58;42;21;28;30,33333333;50,66666667;46,5;32;43
Cre17.g712400.v5.5;445;361;648;453;288;352;364,3333333;484,6666667;449;324,5;500
Cre17.g712450.v5.5;17;4;18;7;18;8;11;13;12;11;13
Cre17.g712500.v5.5;3;1;2;2;5;1;2,666666667;2;2,5;3;1,5
Cre17.g712550.v5.5;1;0;3;0;1;2;1;1,333333333;0,5;0,5;2,5
Cre17.g712600.v5.5;737;382;649;565;379;637;527;589,3333333;651;380,5;643
Cre17.g712700.v5.5;23;22;5;7;9;12;9,333333333;16,66666667;15;15,5;8,5
Cre17.g712742.v5.5;477;423;201;492;377;603;490,6666667;367;484,5;400;402
Cre17.g712771.v5.5;6;11;14;5;10;22;12,33333333;10,33333333;5,5;10,5;18
Cre17.g712800.v5.5;6;3;9;2;4;3;3;6;4;3,5;6
Cre17.g712850.v5.5;34;21;37;17;25;25;22,33333333;30,66666667;25,5;23;31
Cre17.g712900.v5.5;325;220;302;372;277;530;393;282,3333333;348,5;248,5;416
Cre17.g712950.v5.5;199;111;244;126;70;72;89,33333333;184,6666667;162,5;90,5;158
Cre17.g713000.v5.5;151;90;143;275;166;303;248;128;213;128;223
Cre17.g713025.v5.5;53;3;37;11;6;11;9,333333333;31;32;4,5;24
Cre17.g713051.v5.5;66;58;61;51;52;46;49,66666667;61,66666667;58,5;55;53,5
Cre17.g713100.v5.5;0;0;0;0;1;3;1,333333333;0;0;0,5;1,5
Cre17.g713150.v5.5;25;16;9;13;10;10;11;16,66666667;19;13;9,5
Cre17.g713200.v5.5;561;437;495;548;445;469;487,3333333;497,6666667;554,5;441;482
Cre17.g713260.v5.5;122;127;112;177;113;208;166;120,3333333;149,5;120;160
Cre17.g713305.v5.5;0;0;0;1;0;0;0,333333333;0;0,5;0;0
Cre17.g713350.v5.5;1368;1160;1107;1238;1131;782;1050,333333;1211,666667;1303;1145,5;944,5
Cre17.g713400.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g713450.v5.5;1;1;1;0;0;0;0;1;0,5;0,5;0,5
Cre17.g713500.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g713550.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g713575.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g713600.v5.5;83;2;13;39;22;53;38;32,66666667;61;12;33
Cre17.g713650.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g713674.v5.5;50;2;25;14;13;13;13,33333333;25,66666667;32;7,5;19
Cre17.g713700.v5.5;17;46;64;3;0;7;3,333333333;42,33333333;10;23;35,5
Cre17.g713726.v5.5;0;0;0;0;1;0;0,333333333;0;0;0,5;0
Cre17.g713750.v5.5;21;7;16;54;50;97;67;14,66666667;37,5;28,5;56,5
Cre17.g713800.v5.5;118;25;9;18;17;18;17,66666667;50,66666667;68;21;13,5
Cre17.g713850.v5.5;118;74;99;153;94;151;132,6666667;97;135,5;84;125
Cre17.g713900.v5.5;144;105;149;155;95;148;132,6666667;132,6666667;149,5;100;148,5
Cre17.g713950.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714000.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714050.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714100.v5.5;16;4;18;0;0;16;5,333333333;12,66666667;8;2;17
Cre17.g714150.v5.5;4499;404;1381;448;51;660;386,3333333;2094,666667;2473,5;227,5;1020,5
Cre17.g714200.v5.5;9881;984;1896;451;102;1410;654,3333333;4253,666667;5166;543;1653
Cre17.g714229.v5.5;60;29;21;46;23;50;39,66666667;36,66666667;53;26;35,5
Cre17.g714250.v5.5;477;448;256;511;325;586;474;393,6666667;494;386,5;421
Cre17.g714300.v5.5;17;22;5;19;3;84;35,33333333;14,66666667;18;12,5;44,5
Cre17.g714350.v5.5;68;24;14;16;21;37;24,66666667;35,33333333;42;22,5;25,5
Cre17.g714400.v5.5;113;26;19;65;35;25;41,66666667;52,66666667;89;30,5;22
Cre17.g714450.v5.5;3790;19;35;19;1;14;11,33333333;1281,333333;1904,5;10;24,5
Cre17.g714500.v5.5;4;0;0;0;0;0;0;1,333333333;2;0;0
Cre17.g714550.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714600.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714650.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g714700.v5.5;89;67;40;64;39;92;65;65,33333333;76,5;53;66
Cre17.g714750.v5.5;817;62;350;397;111;655;387,6666667;409,6666667;607;86,5;502,5
Cre17.g714800.v5.5;294;62;127;127;157;399;227,6666667;161;210,5;109,5;263
Cre17.g714900.v5.5;159;134;275;224;238;394;285,3333333;189,3333333;191,5;186;334,5
Cre17.g714950.v5.5;1005;280;575;623;357;461;480,3333333;620;814;318,5;518
Cre17.g715000.v5.5;126;52;106;103;42;122;89;94,66666667;114,5;47;114
Cre17.g715050.v5.5;124;107;82;87;92;103;94;104,3333333;105,5;99,5;92,5
Cre17.g715100.v5.5;264;243;315;188;156;199;181;274;226;199,5;257
Cre17.g715150.v5.5;113;14;34;39;51;94;61,33333333;53,66666667;76;32,5;64
Cre17.g715176.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre17.g715200.v5.5;166;115;132;189;132;149;156,6666667;137,6666667;177,5;123,5;140,5
Cre17.g715250.v5.5;864;1596;1459;879;687;562;709,3333333;1306,333333;871,5;1141,5;1010,5
Cre17.g715300.v5.5;2488;911;1634;1007;620;865;830,6666667;1677,666667;1747,5;765,5;1249,5
Cre17.g715350.v5.5;1539;410;632;647;432;1025;701,3333333;860,3333333;1093;421;828,5
Cre17.g715400.v5.5;61;11;0;2;6;5;4,333333333;24;31,5;8,5;2,5
Cre17.g715421.v5.5;177;9;10;6;5;10;7;65,33333333;91,5;7;10
Cre17.g715450.v5.5;1;1;7;43;9;27;26,33333333;3;22;5;17
Cre17.g715500.v5.5;214;219;187;142;130;130;134;206,6666667;178;174,5;158,5
Cre17.g715550.v5.5;18;3;12;23;8;12;14,33333333;11;20,5;5,5;12
Cre17.g715600.v5.5;12;13;9;5;2;11;6;11,33333333;8,5;7,5;10
Cre17.g715653.v5.5;1542;371;702;676;476;631;594,3333333;871,6666667;1109;423,5;666,5
Cre17.g715700.v5.5;57;32;66;103;65;135;101;51,66666667;80;48,5;100,5
Cre17.g715750.v5.5;132;76;104;81;92;167;113,3333333;104;106,5;84;135,5
Cre17.g715800.v5.5;1;0;0;0;0;1;0,333333333;0,333333333;0,5;0;0,5
Cre17.g715801.v5.5;68;3;6;4;2;3;3;25,66666667;36;2,5;4,5
Cre17.g715850.v5.5;71;18;60;23;30;25;26;49,66666667;47;24;42,5
Cre17.g715900.v5.5;295;133;168;162;147;191;166,6666667;198,6666667;228,5;140;179,5
Cre17.g715950.v5.5;11;22;41;18;2;9;9,666666667;24,66666667;14,5;12;25
Cre17.g716000.v5.5;23;7;14;4;2;9;5;14,66666667;13,5;4,5;11,5
Cre17.g716026.v5.5;1;3;2;2;1;5;2,666666667;2;1,5;2;3,5
Cre17.g716050.v5.5;23;9;10;10;9;17;12;14;16,5;9;13,5
Cre17.g716101.v5.5;27;8;10;11;7;11;9,666666667;15;19;7,5;10,5
Cre17.g716150.v5.5;28;7;11;15;11;26;17,33333333;15,33333333;21,5;9;18,5
Cre17.g716200.v5.5;162;61;113;93;95;101;96,33333333;112;127,5;78;107
Cre17.g716251.v5.5;7;10;21;19;31;29;26,33333333;12,66666667;13;20,5;25
Cre17.g716301.v5.5;23;3;7;9;1;5;5;11;16;2;6
Cre17.g716350.v5.5;51;31;2;21;17;14;17,33333333;28;36;24;8
Cre17.g716400.v5.5;552;90;312;499;235;492;408,6666667;318;525,5;162,5;402
Cre17.g716450.v5.5;34;2;1;6;9;9;8;12,33333333;20;5,5;5
Cre17.g716451.v5.5;30;3;3;9;2;12;7,666666667;12;19,5;2,5;7,5
Cre17.g716500.v5.5;96;125;206;121;120;219;153,3333333;142,3333333;108,5;122,5;212,5
Cre17.g716576.v5.5;0;0;0;0;2;5;2,333333333;0;0;1;2,5
Cre17.g716600.v5.5;130;10;27;9;12;24;15;55,66666667;69,5;11;25,5
Cre17.g716613.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g716625.v5.5;7;0;0;0;0;0;0;2,333333333;3,5;0;0
Cre17.g716650.v5.5;95;79;120;109;108;132;116,3333333;98;102;93,5;126
Cre17.g716700.v5.5;1829;1667;2298;452;210;285;315,6666667;1931,333333;1140,5;938,5;1291,5
Cre17.g716750.v5.5;16;2;2;7;4;3;4,666666667;6,666666667;11,5;3;2,5
Cre17.g716800.v5.5;41;7;3;7;6;7;6,666666667;17;24;6,5;5
Cre17.g716850.v5.5;77;9;15;14;19;10;14,33333333;33,66666667;45,5;14;12,5
Cre17.g716900.v5.5;90;0;0;0;0;0;0;30;45;0;0
Cre17.g716950.v5.5;228;0;0;0;0;0;0;76;114;0;0
Cre17.g717000.v5.5;123;24;79;61;57;86;68;75,33333333;92;40,5;82,5
Cre17.g717050.v5.5;15;10;10;15;5;24;14,66666667;11,66666667;15;7,5;17
Cre17.g717100.v5.5;297;141;396;529;307;402;412,6666667;278;413;224;399
Cre17.g717150.v5.5;268;209;76;153;74;108;111,6666667;184,3333333;210,5;141,5;92
Cre17.g717200.v5.5;11;17;12;23;8;13;14,66666667;13,33333333;17;12,5;12,5
Cre17.g717250.v5.5;12;7;7;7;7;10;8;8,666666667;9,5;7;8,5
Cre17.g717300.v5.5;554;123;156;115;94;134;114,3333333;277,6666667;334,5;108,5;145
Cre17.g717350.v5.5;141;27;91;42;25;54;40,33333333;86,33333333;91,5;26;72,5
Cre17.g717400.v5.5;34;0;0;0;0;0;0;11,33333333;17;0;0
Cre17.g717500.v5.5;90;50;105;163;89;399;217;81,66666667;126,5;69,5;252
Cre17.g717550.v5.5;1;0;2;2;1;0;1;1;1,5;0,5;1
Cre17.g717600.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g717700.v5.5;56;4;12;13;3;10;8,666666667;24;34,5;3,5;11
Cre17.g717750.v5.5;359;49;40;50;24;38;37,33333333;149,3333333;204,5;36,5;39
Cre17.g717800.v5.5;112;19;41;37;18;38;31;57,33333333;74,5;18,5;39,5
Cre17.g717850.v5.5;2878;1059;2565;480;298;1250;676;2167,333333;1679;678,5;1907,5
Cre17.g717900.v5.5;1007;144;514;447;694;1691;944;555;727;419;1102,5
Cre17.g717919.v5.5;1;0;0;1;0;0;0,333333333;0,333333333;1;0;0
Cre17.g717950.v5.5;421;23;99;37;52;387;158,6666667;181;229;37,5;243
Cre17.g718000.v5.5;6;1;1;2;7;19;9,333333333;2,666666667;4;4;10
Cre17.g718050.v5.5;209;39;54;46;24;42;37,33333333;100,6666667;127,5;31,5;48
Cre17.g718100.v5.5;105;17;52;59;12;60;43,66666667;58;82;14,5;56
Cre17.g718150.v5.5;34;31;31;24;11;9;14,66666667;32;29;21;20
Cre17.g718185.v5.5;2;5;4;3;3;7;4,333333333;3,666666667;2,5;4;5,5
Cre17.g718200.v5.5;230;162;240;190;148;315;217,6666667;210,6666667;210;155;277,5
Cre17.g718250.v5.5;37;22;27;6;13;24;14,33333333;28,66666667;21,5;17,5;25,5
Cre17.g718300.v5.5;243;129;184;188;109;247;181,3333333;185,3333333;215,5;119;215,5
Cre17.g718350.v5.5;69;44;31;7;5;15;9;48;38;24,5;23
Cre17.g718400.v5.5;15;6;10;2;2;5;3;10,33333333;8,5;4;7,5
Cre17.g718450.v5.5;50;4;10;12;3;8;7,666666667;21,33333333;31;3,5;9
Cre17.g718468.v5.5;153;2;0;3;6;2;3,666666667;51,66666667;78;4;1
Cre17.g718500.v5.5;3864;139;310;596;266;500;454;1437,666667;2230;202,5;405
Cre17.g718550.v5.5;133;39;132;81;56;119;85,33333333;101,3333333;107;47,5;125,5
Cre17.g718600.v5.5;31;22;27;10;3;16;9,666666667;26,66666667;20,5;12,5;21,5
Cre17.g718650.v5.5;146;36;220;209;85;213;169;134;177,5;60,5;216,5
Cre17.g718700.v5.5;16;24;18;1;1;1;1;19,33333333;8,5;12,5;9,5
Cre17.g718750.v5.5;232;292;114;236;99;197;177,3333333;212,6666667;234;195,5;155,5
Cre17.g718800.v5.5;41;70;61;49;42;28;39,66666667;57,33333333;45;56;44,5
Cre17.g718850.v5.5;165;102;169;141;105;142;129,3333333;145,3333333;153;103,5;155,5
Cre17.g718900.v5.5;429;433;314;689;495;755;646,3333333;392;559;464;534,5
Cre17.g718950.v5.5;254;196;271;197;172;314;227,6666667;240,3333333;225,5;184;292,5
Cre17.g719000.v5.5;1923;1124;1285;1157;871;1266;1098;1444;1540;997,5;1275,5
Cre17.g719050.v5.5;33;11;12;5;10;10;8,333333333;18,66666667;19;10,5;11
Cre17.g719100.v5.5;11;4;8;4;14;9;9;7,666666667;7,5;9;8,5
Cre17.g719150.v5.5;0;0;0;0;1;0;0,333333333;0;0;0,5;0
Cre17.g719200.v5.5;9;3;3;11;4;17;10,66666667;5;10;3,5;10
Cre17.g719250.v5.5;477;154;303;223;151;266;213,3333333;311,3333333;350;152,5;284,5
Cre17.g719325.v5.5;5;0;0;0;0;0;0;1,666666667;2,5;0;0
Cre17.g719400.v5.5;75;55;104;64;44;63;57;78;69,5;49,5;83,5
Cre17.g719450.v5.5;188;101;193;907;682;990;859,6666667;160,6666667;547,5;391,5;591,5
Cre17.g719500.v5.5;74;31;66;52;49;61;54;57;63;40;63,5
Cre17.g719522.v5.5;97;70;137;99;53;62;71,33333333;101,3333333;98;61,5;99,5
Cre17.g719537.v5.5;0;0;0;3;0;0;1;0;1,5;0;0
Cre17.g719550.v5.5;249;164;298;193;113;185;163,6666667;237;221;138,5;241,5
Cre17.g719600.v5.5;57;52;131;59;34;47;46,66666667;80;58;43;89
Cre17.g719651.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g719701.v5.5;32;37;79;38;51;65;51,33333333;49,33333333;35;44;72
Cre17.g719750.v5.5;124;137;216;143;97;113;117,6666667;159;133,5;117;164,5
Cre17.g719771.v5.5;46;29;114;62;71;56;63;63;54;50;85
Cre17.g719792.v5.5;6;8;12;11;4;2;5,666666667;8,666666667;8,5;6;7
Cre17.g719813.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g719834.v5.5;2;4;2;14;2;3;6,333333333;2,666666667;8;3;2,5
Cre17.g719855.v5.5;2;0;2;4;8;10;7,333333333;1,333333333;3;4;6
Cre17.g719876.v5.5;51;10;45;18;20;36;24,66666667;35,33333333;34,5;15;40,5
Cre17.g719900.v5.5;716;201;375;257;147;239;214,3333333;430,6666667;486,5;174;307
Cre17.g719950.v5.5;8;7;7;24;23;61;36;7,333333333;16;15;34
Cre17.g720000.v5.5;133;58;98;29;27;53;36,33333333;96,33333333;81;42,5;75,5
Cre17.g720050.v5.5;1265;1773;1817;1323;1181;1449;1317,666667;1618,333333;1294;1477;1633
Cre17.g720100.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g720150.v5.5;91;44;41;117;107;117;113,6666667;58,66666667;104;75,5;79
Cre17.g720183.v5.5;26;11;12;12;10;6;9,333333333;16,33333333;19;10,5;9
Cre17.g720250.v5.5;6964;11300;9012;5974;6452;3551;5325,666667;9092;6469;8876;6281,5
Cre17.g720256.v5.5;0;1;0;0;0;0;0;0,333333333;0;0,5;0
Cre17.g720261.v5.5;202;61;104;88;46;78;70,66666667;122,3333333;145;53,5;91
Cre17.g720300.v5.5;301;75;183;201;102;195;166;186,3333333;251;88,5;189
Cre17.g720350.v5.5;262;59;33;82;115;110;102,3333333;118;172;87;71,5
Cre17.g720400.v5.5;115;41;91;23;24;12;19,66666667;82,33333333;69;32,5;51,5
Cre17.g720450.v5.5;238;104;164;187;111;172;156,6666667;168,6666667;212,5;107,5;168
Cre17.g720500.v5.5;195;56;92;57;51;72;60;114,3333333;126;53,5;82
Cre17.g720528.v5.5;7;0;4;0;1;1;0,666666667;3,666666667;3,5;0,5;2,5
Cre17.g720550.v5.5;27;7;3;1;1;0;0,666666667;12,33333333;14;4;1,5
Cre17.g720600.v5.5;300;51;37;93;53;45;63,66666667;129,3333333;196,5;52;41
Cre17.g720700.v5.5;105;98;88;165;80;91;112;97;135;89;89,5
Cre17.g720750.v5.5;163;78;161;224;169;234;209;134;193,5;123,5;197,5
Cre17.g720800.v5.5;161;56;58;66;53;62;60,33333333;91,66666667;113,5;54,5;60
Cre17.g720850.v5.5;66;49;162;211;116;150;159;92,33333333;138,5;82,5;156
Cre17.g720900.v5.5;18;65;68;13;18;23;18;50,33333333;15,5;41,5;45,5
Cre17.g720950.v5.5;90;159;174;39;39;102;60;141;64,5;99;138
Cre17.g721000.v5.5;328;96;145;235;176;186;199;189,6666667;281,5;136;165,5
Cre17.g721150.v5.5;39;23;29;23;26;49;32,66666667;30,33333333;31;24,5;39
Cre17.g721200.v5.5;15;2;5;14;26;8;16;7,333333333;14,5;14;6,5
Cre17.g721250.v5.5;1287;1172;630;1079;893;1494;1155,333333;1029,666667;1183;1032,5;1062
Cre17.g721300.v5.5;2307;1666;2341;1263;1184;1491;1312,666667;2104,666667;1785;1425;1916
Cre17.g721350.v5.5;1;3;0;0;0;2;0,666666667;1,333333333;0,5;1,5;1
Cre17.g721400.v5.5;785;347;541;555;258;381;398;557,6666667;670;302,5;461
Cre17.g721450.v5.5;794;231;675;826;414;768;669,3333333;566,6666667;810;322,5;721,5
Cre17.g721500.v5.5;257;1748;975;1331;655;276;754;993,3333333;794;1201,5;625,5
Cre17.g721517.v5.5;18;1;6;1;0;4;1,666666667;8,333333333;9,5;0,5;5
Cre17.g721553.v5.5;596;139;307;154;60;130;114,6666667;347,3333333;375;99,5;218,5
Cre17.g721600.v5.5;117;38;114;64;60;118;80,66666667;89,66666667;90,5;49;116
Cre17.g721650.v5.5;159;74;215;227;138;218;194,3333333;149,3333333;193;106;216,5
Cre17.g721700.v5.5;734;1071;1509;630;466;610;568,6666667;1104,666667;682;768,5;1059,5
Cre17.g721750.v5.5;74;18;13;13;8;8;9,666666667;35;43,5;13;10,5
Cre17.g721800.v5.5;36;14;22;13;3;1;5,666666667;24;24,5;8,5;11,5
Cre17.g721850.v5.5;320;181;289;169;120;134;141;263,3333333;244,5;150,5;211,5
Cre17.g721900.v5.5;172;34;67;37;17;47;33,66666667;91;104,5;25,5;57
Cre17.g721950.v5.5;335;183;207;412;231;332;325;241,6666667;373,5;207;269,5
Cre17.g722000.v5.5;36;0;10;12;7;6;8,333333333;15,33333333;24;3,5;8
Cre17.g722050.v5.5;227;196;195;234;164;276;224,6666667;206;230,5;180;235,5
Cre17.g722100.v5.5;241;231;399;262;254;352;289,3333333;290,3333333;251,5;242,5;375,5
Cre17.g722150.v5.5;1173;384;756;324;175;831;443,3333333;771;748,5;279,5;793,5
Cre17.g722200.v5.5;116;74;149;27;13;36;25,33333333;113;71,5;43,5;92,5
Cre17.g722250.v5.5;167;56;95;101;75;108;94,66666667;106;134;65,5;101,5
Cre17.g722300.v5.5;2520;584;891;1211;700;962;957,6666667;1331,666667;1865,5;642;926,5
Cre17.g722350.v5.5;307;152;240;111;90;172;124,3333333;233;209;121;206
Cre17.g722400.v5.5;309;205;230;167;136;195;166;248;238;170,5;212,5
Cre17.g722450.v5.5;71;13;25;15;7;22;14,66666667;36,33333333;43;10;23,5
Cre17.g722500.v5.5;61;13;7;4;5;0;3;27;32,5;9;3,5
Cre17.g722526.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre17.g722550.v5.5;284;96;306;130;64;212;135,3333333;228,6666667;207;80;259
Cre17.g722583.v5.5;241;119;534;165;92;441;232,6666667;298;203;105,5;487,5
Cre17.g722616.v5.5;129;32;57;31;27;44;34;72,66666667;80;29,5;50,5
